request_id,account,ea_session,symbol,server_time,session_code,killzone_code,action,final_category,final_category_detail,category,reason,events,prior_request_id,prior_age_minutes,ttl_minutes,decision_tier,decision_source,decision_state,python_final_allow,model_family,recorded,final_resolver_reason,adjudicator_ran,analyst_selected_state,consumed_sweep_all_candidates
591813800_1786578562_27257093_1786579498_#Wheat_U26_15024,591813800,591813800_1786578562_27257093,#Wheat_U26,1786579312,NY,NK,CALL,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,,,,0.0,DEGRADED_NON_TRADING,provider_transport_error,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1786578562_27257093_1786581343_#Wheat_U26_5219,591813800,591813800_1786578562_27257093,#Wheat_U26,1786581342,NY,NK,CALL,UNKNOWN,no_archived_decision,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,,,,0.0,,,,False,unknown,,,False,,
591813800_1786561284_9977718_1786565794_AUDCAD_517,591813800,591813800_1786561284_9977718,AUDCAD,1786565793,OFF,NK,CALL,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,,,,0.0,DEGRADED_NON_TRADING,decision_evidence_reference_reject,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1786561284_9977718_1786566110_AUDCAD_30806,591813800,591813800_1786561284_9977718,AUDCAD,1786566110,OFF,NK,CALL,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,,,,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,other,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1786569338_18032703_1786570698_AUDCAD_15663,591813800,591813800_1786569338_18032703,AUDCAD,1786570697,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:python.model_id|new_candidate,591813800_1786561284_9977718_1786566110_AUDCAD_30806,76.45,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786575640_24334671_1786575714_AUDCAD_2676,591813800,591813800_1786575640_24334671,AUDCAD,1786575713,NY,K,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:decision_input_hash+runtime_input_hash|session_transition|killzone_transition|request_state:po3.has_follow_through+po3.liquidity_kind+po3.ltf_choch+po3.ltf_mss+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786569338_18032703_1786570698_AUDCAD_15663,83.6,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786576585_25279421_1786576625_AUDCAD_10010,591813800,591813800_1786576585_25279421,AUDCAD,1786576625,NY,K,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:runtime_input_hash,591813800_1786575640_24334671_1786575714_AUDCAD_2676,15.2,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786653910_11770718_1786653954_AUDCAD_8687,591813800,591813800_1786653910_11770718,AUDCAD,1786653954,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:decision_input_hash+runtime_input_hash|session_transition|killzone_transition|new_candidate,591813800_1786576585_25279421_1786576625_AUDCAD_10010,1288.8166666666666,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786653910_11770718_1786655795_AUDCAD_29661,591813800,591813800_1786653910_11770718,AUDCAD,1786655795,OFF,NK,CALL,OTHER_REQUIRED,decisive_prior_ttl_expired,OTHER_REQUIRED,decisive_prior_ttl_expired,,591813800_1786653910_11770718_1786653954_AUDCAD_8687,30.683333333333334,30.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786661610_19471531_1786661653_AUDCAD_18042,591813800,591813800_1786661610_19471531,AUDCAD,1786661652,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,new_candidate,591813800_1786653910_11770718_1786655795_AUDCAD_29661,97.61666666666666,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786671926_29787281_1786671975_AUDCAD_6893,591813800,591813800_1786671926_29787281,AUDCAD,1786671975,NY,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,session_transition|new_candidate,591813800_1786661610_19471531_1786661653_AUDCAD_18042,172.05,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786676046_33908046_1786677015_AUDCAD_19545,591813800,591813800_1786676046_33908046,AUDCAD,1786677014,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,session_transition,591813800_1786671926_29787281_1786671975_AUDCAD_6893,83.98333333333333,0.0,FULL_STRUCTURED,ai_rejected,REJECT,False,luna,stored,qualitative_block_upheld,True,REJECT,
591813800_1786744136_102001000_1786745992_AUDCAD_31789,591813800,591813800_1786744136_102001000,AUDCAD,1786745992,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,session_transition|new_candidate,591813800_1786676046_33908046_1786677015_AUDCAD_19545,1149.6333333333334,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786744136_102001000_1786747829_AUDCAD_6730,591813800,591813800_1786744136_102001000,AUDCAD,1786747828,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,candidate_state:fvg_execution_class+fvg_mid_mitigated+fvg_mitigation_state+fvg_touched,591813800_1786744136_102001000_1786745992_AUDCAD_31789,30.6,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1786561284_9977718_1786561389_AUDJPY_16612,591813800,591813800_1786561284_9977718,AUDJPY,1786561388,OFF,NK,CALL,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,,,,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,other,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1786561284_9977718_1786561706_AUDJPY_9941,591813800,591813800_1786561284_9977718,AUDJPY,1786561706,OFF,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,identity:python.model_id+python.provider_id|request_state:po3.has_follow_through+po3.liquidity_kind+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786561284_9977718_1786561389_AUDJPY_16612,5.3,0.0,DEGRADED_NON_TRADING,decision_evidence_reference_reject,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1786738700_96564671_1786739667_AUDJPY_2917,591813800,591813800_1786738700_96564671,AUDJPY,1786739667,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:decision_input_hash+python.model_id+runtime_input_hash|request_state:po3.has_follow_through+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786561284_9977718_1786561389_AUDJPY_16612,2971.3166666666666,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1788540249_79807218_1788541206_AUDJPY_31436,591813800,591813800_1788540249_79807218,AUDJPY,1788541205,LON,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:contract_manifest_hash+decision_input_hash+python.family_profile_version+runtime_input_hash|session_transition|request_state:is_buy+po3.context_tier+po3.has_bos+po3.has_follow_through+po3.has_sweep+po3.htf_bos+po3.liquidity_kind+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.po3_state+po3.structure_type+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786738700_96564671_1786739667_AUDJPY_2917,30025.633333333335,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1788540249_79807218_1788543040_AUDJPY_10664,591813800,591813800_1788540249_79807218,AUDJPY,1788542773,LON,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:python.model_id+python.provider_id|candidate_state:fvg_execution_class+fvg_mitigation_state+fvg_touched,591813800_1788540249_79807218_1788541206_AUDJPY_31436,26.133333333333333,0.0,DEGRADED_NON_TRADING,provider_transport_error,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1788837043_120154281_1788837654_AUDJPY_27269,591813800,591813800_1788837043_120154281,AUDJPY,1788837653,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:decision_input_hash+runtime_input_hash|session_transition|request_state:po3.t_disp|new_candidate,591813800_1788540249_79807218_1788541206_AUDJPY_31436,4940.8,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1788925102_208218984_1788925149_AUDJPY_9619,591813800,591813800_1788925102_208218984,AUDJPY,1788925148,ASIA,NK,CALL,PREDETERMINED_OUTCOME,python_hard_pre_gate_already_skips_provider,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:contract_manifest_hash+decision_input_hash+python.family_profile_version+python.model_id+python.provider_id+runtime_input_hash|request_state:po3.developing_bos+po3.has_sweep+po3.liquidity_kind+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.structure_type+po3.sweep_side+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788837043_120154281_1788837654_AUDJPY_27269,1458.25,0.0,DEGRADED_NON_TRADING,hard_pre_gate,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1788925102_208218984_1788925757_AUDJPY_31251,591813800,591813800_1788925102_208218984,AUDJPY,1788925757,ASIA,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:contract_manifest_hash+decision_input_hash+python.family_profile_version+python.model_id+python.provider_id+runtime_input_hash|request_state:po3.context_tier+po3.has_bos+po3.has_sweep+po3.htf_bos+po3.htf_choch+po3.htf_mss+po3.liquidity_kind+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.po3_state+po3.structure_type+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1788837043_120154281_1788837654_AUDJPY_27269,1468.4,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788926968_AUDJPY_25974,591813800,591813800_1788925102_208218984,AUDJPY,1788926968,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788925757_AUDJPY_31251,20.183333333333334,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788928180_AUDJPY_4684,591813800,591813800_1788925102_208218984,AUDJPY,1788928180,ASIA,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,identity:python.model_id+python.provider_id|new_candidate,591813800_1788925102_208218984_1788926968_AUDJPY_25974,20.2,0.0,DEGRADED_NON_TRADING,provider_transport_error,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1788925102_208218984_1788929401_AUDJPY_30123,591813800,591813800_1788925102_208218984,AUDJPY,1788929401,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788926968_AUDJPY_25974,40.55,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788930010_AUDJPY_22611,591813800,591813800_1788925102_208218984,AUDJPY,1788930009,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788929401_AUDJPY_30123,10.133333333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788931222_AUDJPY_14568,591813800,591813800_1788925102_208218984,AUDJPY,1788931221,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788930010_AUDJPY_22611,20.2,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788931827_AUDJPY_8772,591813800,591813800_1788925102_208218984,AUDJPY,1788931827,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788931222_AUDJPY_14568,10.1,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788932433_AUDJPY_21446,591813800,591813800_1788925102_208218984,AUDJPY,1788932433,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788931827_AUDJPY_8772,10.1,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788933039_AUDJPY_12810,591813800,591813800_1788925102_208218984,AUDJPY,1788933039,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788932433_AUDJPY_21446,10.1,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788933644_AUDJPY_11881,591813800,591813800_1788925102_208218984,AUDJPY,1788933644,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788933039_AUDJPY_12810,10.083333333333334,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788934856_AUDJPY_17596,591813800,591813800_1788925102_208218984,AUDJPY,1788934856,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788933644_AUDJPY_11881,20.2,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788935465_AUDJPY_14824,591813800,591813800_1788925102_208218984,AUDJPY,1788935464,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788934856_AUDJPY_17596,10.133333333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788936674_AUDJPY_3276,591813800,591813800_1788925102_208218984,AUDJPY,1788936674,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788935465_AUDJPY_14824,20.166666666666668,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788937283_AUDJPY_4684,591813800,591813800_1788925102_208218984,AUDJPY,1788937283,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788936674_AUDJPY_3276,10.15,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788937889_AUDJPY_24005,591813800,591813800_1788925102_208218984,AUDJPY,1788937889,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788937283_AUDJPY_4684,10.1,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1788925102_208218984_1788939105_AUDJPY_3607,591813800,591813800_1788925102_208218984,AUDJPY,1788939105,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788937889_AUDJPY_24005,20.266666666666666,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788940313_AUDJPY_25550,591813800,591813800_1788925102_208218984,AUDJPY,1788940312,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788939105_AUDJPY_3607,20.116666666666667,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788941533_AUDJPY_8200,591813800,591813800_1788925102_208218984,AUDJPY,1788941533,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788940313_AUDJPY_25550,20.35,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788942143_AUDJPY_1354,591813800,591813800_1788925102_208218984,AUDJPY,1788942143,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788941533_AUDJPY_8200,10.166666666666666,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788942756_AUDJPY_13213,591813800,591813800_1788925102_208218984,AUDJPY,1788942756,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788942143_AUDJPY_1354,10.216666666666667,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788943364_AUDJPY_15606,591813800,591813800_1788925102_208218984,AUDJPY,1788943364,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788942756_AUDJPY_13213,10.133333333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788944584_AUDJPY_13113,591813800,591813800_1788925102_208218984,AUDJPY,1788944583,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788943364_AUDJPY_15606,20.316666666666666,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788946415_AUDJPY_19805,591813800,591813800_1788925102_208218984,AUDJPY,1788946415,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788944584_AUDJPY_13113,30.533333333333335,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788948255_AUDJPY_3498,591813800,591813800_1788925102_208218984,AUDJPY,1788948255,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788946415_AUDJPY_19805,30.666666666666668,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1788925102_208218984_1788949481_AUDJPY_26449,591813800,591813800_1788925102_208218984,AUDJPY,1788949480,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788948255_AUDJPY_3498,20.416666666666668,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788950097_AUDJPY_12044,591813800,591813800_1788925102_208218984,AUDJPY,1788950097,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788949481_AUDJPY_26449,10.283333333333333,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1788925102_208218984_1788950713_AUDJPY_19727,591813800,591813800_1788925102_208218984,AUDJPY,1788950713,ASIA,NK,CALL,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,REQUIRED_NEW_DECISION,prior_decision_approved_never_reused,,591813800_1788925102_208218984_1788950097_AUDJPY_12044,10.266666666666667,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,luna,stored,qualitative_block_upheld,True,ABSTAIN,
591813800_1788925102_208218984_1788951947_AUDJPY_32618,591813800,591813800_1788925102_208218984,AUDJPY,1788951947,ASIA,NK,CALL,OTHER_REQUIRED,borderline_prior_requires_fresh_review,OTHER_REQUIRED,borderline_prior_requires_fresh_review,,591813800_1788925102_208218984_1788950713_AUDJPY_19727,20.566666666666666,0.0,FULL_STRUCTURED,ai_approved,APPROVE,True,luna,stored,analyst_approve_critic_pass,False,APPROVE,
591813800_1786492247_377179515_1786496813_AUDNZD_31794,591813800,591813800_1786492247_377179515,AUDNZD,1786496811,NY,NK,CALL,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,REQUIRED_NEW_DECISION,no_prior_authoritative_decision,,,,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,other,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1786492247_377179515_1786497066_AUDNZD_12879,591813800,591813800_1786492247_377179515,AUDNZD,1786497064,NY,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,identity:python.model_id+python.provider_id|new_candidate,591813800_1786492247_377179515_1786496813_AUDNZD_31794,4.216666666666667,0.0,DEGRADED_NON_TRADING,structured_response_invalid,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1786492247_377179515_1786497318_AUDNZD_31445,591813800,591813800_1786492247_377179515,AUDNZD,1786497316,NY,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,identity:python.model_id+python.provider_id|new_candidate,591813800_1786492247_377179515_1786496813_AUDNZD_31794,8.416666666666666,0.0,DEGRADED_NON_TRADING,structured_response_invalid,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1786561284_9977718_1786561706_AUDNZD_20836,591813800,591813800_1786561284_9977718,AUDNZD,1786561706,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,session_transition|request_state:po3.context_tier+po3.has_bos+po3.has_follow_through+po3.has_sweep+po3.htf_bos+po3.htf_choch+po3.htf_mss+po3.liquidity_kind+po3.ltf_bos+po3.ltf_choch+po3.ltf_mss+po3.po3_state+po3.structure_type+po3.sweep_side+po3.t_bos+po3.t_disp+po3.t_sweep|new_candidate,591813800_1786492247_377179515_1786496813_AUDNZD_31794,1081.5833333333333,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,other,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1786561284_9977718_1786563274_AUDNZD_16088,591813800,591813800_1786561284_9977718,AUDNZD,1786563274,OFF,NK,CALL,REQUIRED_NEW_DECISION,meaningful_change,REQUIRED_NEW_DECISION,meaningful_change,identity:python.model_id+python.provider_id|new_candidate,591813800_1786561284_9977718_1786561706_AUDNZD_20836,26.133333333333333,0.0,DEGRADED_NON_TRADING,decision_evidence_reference_reject,REJECT,False,other,non_full_structured_decision,,False,,
591813800_1786561284_9977718_1786563588_AUDNZD_19069,591813800,591813800_1786561284_9977718,AUDNZD,1786563587,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,new_candidate,591813800_1786561284_9977718_1786561706_AUDNZD_20836,31.35,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,other,stored,qualitative_dispute_unresolved,True,ABSTAIN,
591813800_1786561284_9977718_1786566110_AUDNZD_22943,591813800,591813800_1786561284_9977718,AUDNZD,1786566110,OFF,NK,CALL,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,SCHEDULED_REVIEW_WITH_MEANINGFUL_CHANGE,meaningful_change,new_candidate,591813800_1786561284_9977718_1786563588_AUDNZD_19069,42.05,0.0,FULL_STRUCTURED,ai_abstained,ABSTAIN,False,other,stored,qualitative_dispute_unresolved,True,ABSTAIN,
