id,audit_request_id,candidate_index,setup_family,setup_taxonomy_enum,entry_branch,decision_state,analyst_decision_state,python_final_allow,final_resolver_reason,rejection_codes,historical_evidence_state,repeatability_status,repeatability_required_live,missing_required_evidence,missing_confirmations,reasons,summary,llm_quality_score
591813800_1788837043_120154281_1788844299_#Germany40_9560,,,micro_breaker_retest,,breaker_retest,APPROVE,,True,analyst_approve_critic_pass,[],AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve cautiously: the required displacement/FVG and edge-entry sequence is present, the FVG remains virgin, and keep-current target is feasible despite moderate obstruction.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a...",,5.8
591813800_1788837043_120154281_1788844299_GOLD_6464,,,micro_po3_reversal,,ote_inside_fvg,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner clearance beyond the nearby opposing imbalance.""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Valid OTE reversal structure, but the nearby opposing imbalance and only moderate HTF alignment leave target traversal and follow-through too uncertain for capital.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e...",,6.2
591813800_1788837043_120154281_1788844903_#USNDAQ100_6702,,,micro_nested_continuation,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve: the declared OTE reversal sequence is supported, the touched FVG remains valid, displacement is strong, and the feasible liquidity target offers strong RR despite a moderate nearby obstacle.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key':...",,7.6
591813800_1788837043_120154281_1788844903_EURGBP_20242,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clearer post-entry follow-through.""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The declared breaker/retest thesis is supported, but current confirmation and clearance are not strong enough for live approval.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e2aeba87e6dc9a8a085ffcb326fbcd9', 'ar...",,5.8
591813800_1788837043_120154281_1788844903_USDCHF_25187,,,micro_continuation_fvg,,continuation_reentry,REJECT,,False,,"[""synthetic_fallback_crossed_obstacle_blocked""]",INSUFFICIENT_SAMPLE,UNAVAILABLE,False,,[],reject=synthetic_fallback_crossed_obstacle_blocked; source=hard_pre_gate,,0.0
591813800_1788837043_120154281_1788845507_CHFJPY_23548,,,micro_continuation_fvg,,fvg_mid,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Directional trend confirmation"", ""Cleaner FVG retest response""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; ABSTAIN: displacement and virgin FVG are valid, but neutral directional context, low retest quality, and missing structure confirmation leave follow-through unclear.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71...",,5.8
591813800_1788837043_120154281_1788845507_EURGBP_8273,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve only the deterministic current target: the breaker is fresh and the retest is valid, while the nearby opposing imbalance and moderate HTF alignment limit follow-through.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f176...",,6.8
591813800_1788837043_120154281_1788845507_GOLD_19917,,,micro_po3_reversal,,ote_inside_fvg,ABSTAIN,,False,qualitative_dispute_unresolved,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner breaker hold after retest.""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Required breaker formation and retest sequence is supported, but retest quality is weak and the moderate opposing imbalance leaves post-entry behavior uncertain despite feasible current targeting.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '77...",,6.4
591813800_1788837043_120154281_1788845507_USDJPY_22056,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner retest response."", ""Confirmed continuation structure.""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The mid-entry has a valid fresh FVG, strong displacement, and feasible target, but poor retest quality, absent structure confirmation, and insufficient applicable history leave follow-through uncertain.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key...",,5.5
591813800_1788837043_120154281_1788847924_EURJPY_30121,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clear continuation structure confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The required displacement and continuation FVG are observed, but weak continuation evidence, missing structure confirmation, and insufficient applicable history leave follow-through unclear.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace9...",,4.8
591813800_1788837043_120154281_1788847924_GBPUSD_1579,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Explicit breaker formation"", ""Explicit clean retest""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The breaker thesis is plausible but mandatory formation and clean-retest evidence remain unresolved. The FVG is virgin, while retest quality is only 3.4725 and the liquidity route is blocked.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace...",,5.2
591813800_1788837043_120154281_1788847924_GOLD_10451,,,micro_po3_reversal,,ote_inside_fvg,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner clearance beyond opposing imbalance""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Sequence and FVG evidence support the reversal, but bearish HTF context, 0.0157R obstacle clearance, and mixed exact-family outcomes do not justify capital commitment.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c...",,5.8
591813800_1788837043_120154281_1788847924_USDCAD_13150,,,micro_failed_breakout_reclaim,,range_reentry,REJECT,,False,analyst_reject,"[""MISSING_REQUIRED_SEQUENCE"", ""SEQUENCE_UNRESOLVED"", ""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero"", ""ai_veto"", ""ai_veto_missing_mandatory_evidence""]",INSUFFICIENT_SAMPLE,INSUFFICIENT_SAMPLE,False,,"[""Required reclaim confirmation"", ""Entry confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Reject: required sequence evidence is unresolved, sequence quality is 2.348, and the fresh opposing imbalance sits only 0.03R away. Optional HTF BOS absence is not used against this micro family.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '779...",,3.2
591813800_1788837043_120154281_1788848530_CHFJPY_18570,,,micro_continuation_fvg,,fvg_mid,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner retest or continuation confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; A valid displacement and virgin FVG exist, but retest quality 2.7045, sequence quality 2.8, and net RR 1.9275 leave execution durability unclear.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e2aeba87e6dc9a8a085f...",,5.0
591813800_1788837043_120154281_1788848530_GOLD_5856,,,micro_po3_reversal,,ote_inside_fvg,APPROVE,,True,analyst_approve_critic_pass,[],AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve: required source context, displacement, and OTE retracement are evidenced; FVG remains valid and target arbitration has one feasible current target.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e2aeba87e...",,7.4
591813800_1788837043_120154281_1788848530_USDJPY_18861,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Explicit trend structure confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; ABSTAIN: the mid-entry improves RR, but missing structure confirmation and weak retest evidence prevent a reliable continuation assessment.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e2aeba87e6dc9a8a085ffcb326...",,5.9
591813800_1788837043_120154281_1788849135_EURUSD_14486,,,micro_continuation_fvg,,nested_htf_ltf_fvg,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Observed continuation displacement, follow-through, LTF BOS, and valid FVG support the thesis. Keep the feasible current target; liquidity and capped alternatives are infeasible.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f17...",,7.1
591813800_1788837043_120154281_1788849135_GBPUSD_29009,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve cautiously: the breaker-retest thesis is supported by a virgin, unmitigated FVG, strong displacement, valid structure, and feasible current target. Nearby opposing imbalance remains the main execution risk.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample'...",,6.4
591813800_1788837043_120154281_1788849135_USDJPY_12469,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clear trend context"", ""Structural continuation confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Valid displacement, FVG, stop, and target are offset by missing trend context, missing structural confirmation, weak retest quality, and insufficient applicable history. Abstain pending clearer confirmation.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'grou...",,4.8
591813800_1788837043_120154281_1788849739_CHFJPY_31360,,,micro_continuation_fvg,,fvg_mid,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clear trend-context confirmation"", ""Cleaner retest response""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; ABSTAIN: displacement and a virgin FVG are valid, but trend context is not decisively established and sequence quality/retest evidence is weak. The feasible liquidity target does not resolve the entry uncertainty.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample',...",,5.1
591813800_1788837043_120154281_1788850343_EURUSD_27977,,,micro_continuation_fvg,,nested_htf_ltf_fvg,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Independent FX-applicable historical sample""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The continuation thesis is supported by expansion, displacement, follow-through, and an uninvalidated FVG, but insufficient FX history and weak HTF alignment prevent a capital decision.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b...",,6.8
591813800_1788837043_120154281_1788850343_GBPUSD_14822,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve on the supplied breaker identity, virgin retest state, strong displacement, valid stop, and feasible current target; size conservatively because the obstacle is nearby.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768...",,6.5
591813800_1788837043_120154281_1788850343_USDJPY_31,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Continuation structure confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Displacement and FVG validity are favorable, but the continuation score and retest quality are weak and structure confirmation is explicitly unresolved. This is insufficient for approval.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c3...",,5.3
591813800_1788837043_120154281_1788850946_CHFJPY_1491,,,micro_continuation_fvg,,fvg_mid,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner retest"", ""Stronger continuation confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Required micro sequence is present, but weak retest and continuation quality plus insufficient applicable history leave follow-through uncertain.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e2aeba87e6dc9a8a085f...",,5.4
591813800_1788837043_120154281_1788850946_EURUSD_4948,,,micro_continuation_fvg,,nested_htf_ltf_fvg,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve only with reduced exposure: mandatory micro continuation sequence is observed and the FVG remains tradable, while OFF_HOURS and weak HTF alignment reduce follow-through.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f176...",,6.8
591813800_1788837043_120154281_1788850946_GBPUSD_25499,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve cautiously: deterministic breaker-retest structure and tradable virgin imbalance are present, while the nearby moderate obstacle and incomplete retest quality limit size.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f17...",,7.1
591813800_1788837043_120154281_1788850946_USDJPY_26974,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner retest"", ""Confirmed follow-through""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The family-required sequence is supplied, but retest quality is weak and available analogue outcomes are adverse; this is insufficient for an approval without a hard structural contradiction.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace...",,5.1
591813800_1788837043_120154281_1788851551_EURGBP_8693,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Reliable post-entry follow-through""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The edge entry is fresh, virgin, and valid, but weak origin quality, moderate alignment, and a nearby opposing imbalance make the target path unstable for live execution.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c63...",,6.9
591813800_1788837043_120154281_1788852155_CHFJPY_26671,,,micro_continuation_fvg,,fvg_mid,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner continuation retest"", ""Stronger structure confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; ABSTAIN: required micro sequence is present, but retest quality and structure confirmation are weak; applicable historical evidence is insufficient for this asset class.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c639...",,5.2
591813800_1788837043_120154281_1788852155_EURUSD_8823,,,micro_continuation_fvg,,nested_htf_ltf_fvg,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Stronger trend alignment""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; ABSTAIN: required continuation evidence is present, but weak HTF alignment, OFF_HOURS timing, and mixed analogue outcomes leave execution follow-through uncertain.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c71e2...",,6.2
591813800_1788837043_120154281_1788852155_GBPUSD_32620,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve only with conservative risk: the breaker sequence and tradable virgin imbalance are present, while the feasible current target avoids the blocked liquidity route.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c63...",,7.2
591813800_1788837043_120154281_1788852155_USDJPY_26124,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Clean continuation retest"", ""Post-displacement follow-through""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; ABSTAIN: valid displacement/FVG and target, but retest quality is weak, structure confirmation and follow-through are absent, and applicable historical evidence is insufficient.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f176...",,5.4
591813800_1788837043_120154281_1788852760_CHFJPY_7725,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,analyst_abstain_below_adjudication_floor,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Confirmed trend context"", ""Cleaner continuation confirmation""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Displacement and FVG validity support the idea, but neutral trend context, weak sequence quality, poor retest quality, and insufficient asset-class history prevent a capital decision.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44...",,5.2
591813800_1788837043_120154281_1788852760_EURGBP_311,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; The declared breaker retest, displacement, fresh mitigation state, and feasible current target support the thesis; the nearby moderate obstacle limits follow-through.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace93c34b44c9f1768a34c6392c7...",,7.2
591813800_1788837043_120154281_1788853364_EURUSD_29061,,,micro_continuation_fvg,,nested_htf_ltf_fvg,ABSTAIN,,False,qualitative_dispute_unresolved,"[""ai_qualitative_consensus_abstain"", ""ai_abstain"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Required continuation displacement and FVG entry are observed, but the setup is not sufficiently robust for live capital during OFF_HOURS with weak HTF alignment and a blocked liquidity path.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796ace...",,6.2
591813800_1788837043_120154281_1788853364_GBPUSD_7310,,,micro_breaker_retest,,breaker_retest,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,[],"{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; Approve only with reduced size: the breaker sequence and virgin entry zone are valid, while modest retest quality, moderate HTF alignment, and a nearby opposing imbalance reduce execution robustness.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key':...",,7.2
591813800_1788837043_120154281_1788853364_USDJPY_2459,,,micro_continuation_fvg,,continuation_reentry,ABSTAIN,,False,qualitative_block_upheld,"[""ai_qualitative_consensus_reject"", ""resolved_risk_multiplier_zero""]",AVAILABLE,INSUFFICIENT_SAMPLE,False,,"[""Cleaner midpoint retest""]","{'ai_reasons': 'provider=openai_remote_api; model=gpt-5.6-luna; tokens=25000; snapshots=0; ABSTAIN: the required micro sequence and feasible target exist, but midpoint timing is not supported by strong retest or continuation evidence and applicable historical evidence is insufficient.', 'repeatability_authority': {'status': 'INSUFFICIENT_SAMPLE', 'score_threshold_authority': False, 'trading_eligible': False, 'reason': 'repeatability_insufficient_sample', 'group_key': '7796...",,5.5
