id,audit_request_id,candidate_index,setup_family,setup_taxonomy_enum,entry_branch,decision_state,analyst_decision_state,python_final_allow,final_resolver_reason,rejection_codes,historical_evidence_state,repeatability_status,repeatability_required_live,missing_required_evidence,missing_confirmations,reasons,summary,llm_quality_score
,591813800_1788837043_120154281_1788847924_EURJPY_30121,0,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Clear continuation structure confirmation""]","The required displacement and continuation FVG are observed, but weak continuation evidence, missing structure confirmation, and insufficient applicable history leave follow-through unclear.","Strong displacement and a valid untouched continuation FVG are present, but structure confirmation is unresolved and applicable history is insufficient; abstain rather than infer follow-through.",4.8
,591813800_1788837043_120154281_1788847924_EURJPY_30121,1,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Clear continuation structure confirmation""]","The midpoint FVG remains valid and displacement is strong, but unresolved structure confirmation, weak continuation scoring, higher cost, and insufficient applicable history make follow-through unclear.","The midpoint entry is inside a valid continuation FVG with strong displacement, but missing structure confirmation, weak continuation scoring, higher cost, and insufficient applicable history warrant abstention.",4.5
,591813800_1788837043_120154281_1788847924_EURJPY_30121,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Clear continuation structure confirmation""]","The edge branch has a valid continuation FVG and strong displacement, but weak continuation evidence, missing structure confirmation, and insufficient applicable history leave the thesis unproven.","The edge entry uses a valid continuation FVG and strong displacement, but the weak continuation score, absent structure confirmation, and insufficient applicable history do not justify capital allocation.",4.7
,591813800_1788837043_120154281_1788847924_GBPUSD_1579,0,,MICRO_BREAKER_RETEST,,ABSTAIN,ABSTAIN,False,,[],SUPPORTIVE,,,"[""breaker formation"", ""clean retest""]","[""Explicit breaker formation"", ""Explicit clean retest""]","The breaker thesis is plausible but mandatory formation and clean-retest evidence remain unresolved. The FVG is virgin, while retest quality is only 3.4725 and the liquidity route is blocked.","Virgin FVG and displacement are supportive, but the required breaker formation and clean retest are not sufficiently evidenced; retest quality is weak and target arbitration is material.",5.2
,591813800_1788837043_120154281_1788847924_GBPUSD_1579,1,,MICRO_NESTED_CONTINUATION,,REJECT,REJECT,False,,"[""THESIS_CONTRADICTION""]",ADVERSE,,,[],"[""Established continuation leg""]","This continuation candidate is structurally contradicted: the FVG is reversal-type, continuation is false, and continuation score is zero. Historical outcomes are adverse for the relevant continuation sample.","The candidate claims nested continuation, but the supplied FVG is explicitly reversal-type, continuation is false, and continuation score is zero. This is a direct thesis contradiction.",3.4
,591813800_1788837043_120154281_1788847924_GBPUSD_1579,3,,MICRO_SESSION_REENTRY,,REJECT,REJECT,False,,"[""MISSING_MANDATORY_EVIDENCE"", ""THESIS_CONTRADICTION""]",MIXED,,,"[""session range identity"", ""session excursion"", ""session reentry""]","[""Session range identity"", ""Session excursion"", ""Session reentry""]","The family requires session range identity, excursion, and reentry, but the supplied record does not evidence them. Expansion dominates compression, directly weakening a containment/reentry thesis.","The session-reentry thesis is contradicted by an expansion-dominant regime, while all three family-required session events are absent from the supplied evidence.",3.1
,591813800_1788837043_120154281_1788847924_GOLD_10451,0,,MICRO_OTE_REVERSAL,,ABSTAIN,ABSTAIN,False,,[],MIXED,,,[],"[""Cleaner clearance beyond opposing imbalance""]","Sequence and FVG evidence support the reversal, but bearish HTF context, 0.0157R obstacle clearance, and mixed exact-family outcomes do not justify capital commitment.","The OTE reversal sequence and FVG remain valid, but weak HTF alignment, close opposing obstruction, and mixed exact-family history make execution survival uncertain.",5.8
,591813800_1788837043_120154281_1788847924_GOLD_10451,1,,MICRO_BREAKER_RETEST,,ABSTAIN,ABSTAIN,False,,[],MIXED,,,[],"[""Stronger clean retest response""]","The breaker sequence is declared and structurally valid, but retest quality is only 1.0981 with weak HTF alignment and a nearby opposing imbalance; confirmation is insufficient.","The breaker-retest family sequence is present and the target is feasible, but weak retest quality and adverse higher-timeframe context leave confirmation insufficient for entry.",4.9
,591813800_1788837043_120154281_1788847924_GOLD_10451,2,,MICRO_NESTED_CONTINUATION,,REJECT,REJECT,False,,"[""THESIS_CONTRADICTION""]",MIXED,,,[],"[""Established continuation expansion""]","The required nested sequence is declared, but the actual FVG is reversal-classified and continuation strength is 2.0; this contradicts the continuation thesis.","The candidate is classified as nested continuation, but supplied evidence identifies a reversal FVG with low continuation strength and bearish higher-timeframe context; the thesis is structurally contradicted.",3.2
,591813800_1788837043_120154281_1788847924_USDCAD_13150,0,,FAILED_BREAKOUT_RECLAIM,,REJECT,REJECT,False,,"[""MISSING_REQUIRED_SEQUENCE"", ""SEQUENCE_UNRESOLVED""]",INSUFFICIENT_SAMPLE,,,"[""breakout"", ""failure"", ""reclaim"", ""entry confirmation""]","[""Required reclaim confirmation"", ""Entry confirmation""]","Reject: required sequence evidence is unresolved, sequence quality is 2.348, and the fresh opposing imbalance sits only 0.03R away. Optional HTF BOS absence is not used against this micro family.","Reject: the failed-breakout thesis is not fully evidenced. Structure confirmation and the required reclaim sequence remain unresolved despite a valid, unmitigated FVG.",3.2
,591813800_1788837043_120154281_1788847924_USDCAD_13150,1,,FAILED_BREAKOUT_RECLAIM,,REJECT,REJECT,False,,"[""MISSING_REQUIRED_SEQUENCE"", ""SEQUENCE_UNRESOLVED""]",INSUFFICIENT_SAMPLE,,,"[""breakout"", ""failure"", ""reclaim"", ""entry confirmation""]","[""Required reclaim confirmation"", ""Entry confirmation""]",Reject: the required sequence remains unresolved and sequence quality is only 2.348. The virgin FVG and feasible target do not compensate for absent structure confirmation. Optional HTF BOS absence is neutral.,Reject: the FVG-mid entry is technically valid but the failed-breakout thesis lacks confirmed structure and the required reclaim sequence.,3.4
,591813800_1788837043_120154281_1788847924_USDCAD_13150,2,,FAILED_BREAKOUT_RECLAIM,,REJECT,REJECT,False,,"[""MISSING_REQUIRED_SEQUENCE"", ""SEQUENCE_UNRESOLVED""]",INSUFFICIENT_SAMPLE,,,"[""breakout"", ""failure"", ""reclaim"", ""entry confirmation""]","[""Required reclaim confirmation"", ""Entry confirmation""]","Reject: required sequence evidence is unresolved, sequence quality is 2.348, and the fresh opposing imbalance is only 0.03R away. Optional HTF BOS absence is not used against this micro family.","Reject: the FVG-edge entry has a valid virgin zone, but the failed-breakout thesis lacks confirmed structure and the required reclaim sequence.",3.1
,591813800_1788837043_120154281_1788848530_CHFJPY_18570,0,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Cleaner retest or continuation confirmation""]","The continuation thesis is plausible, but retest quality 2.7045 and sequence quality 2.8 do not justify live entry without clearer confirmation.","Valid continuation displacement and virgin FVG are present, but weak retest and low sequence quality leave follow-through insufficiently confirmed.",5.4
,591813800_1788837043_120154281_1788848530_CHFJPY_18570,1,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Cleaner retest or continuation confirmation""]","A valid displacement and virgin FVG exist, but retest quality 2.7045, sequence quality 2.8, and net RR 1.9275 leave execution durability unclear.","The continuation displacement and virgin FVG support the thesis, but weak retest quality and only modest net RR make live follow-through uncertain.",5.0
,591813800_1788837043_120154281_1788848530_CHFJPY_18570,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Cleaner edge retest or continuation confirmation""]","The virgin continuation FVG is intact, but edge-entry retest quality 2.7045 and sequence quality 2.8 leave the continuation thesis insufficiently confirmed.","The continuation displacement and virgin FVG are supportive, but the edge entry has weak retest evidence and insufficient sequence quality for live approval.",4.8
,591813800_1788837043_120154281_1788848530_GOLD_5856,0,,MICRO_OTE_REVERSAL,,APPROVE,APPROVE,True,,[],MIXED,,,[],[],"Approve: required source context, displacement, and OTE retracement are evidenced; FVG remains valid and target arbitration has one feasible current target.","OTE reversal thesis is supported by ordered displacement, retracement, valid untouched midpoint, and bullish structure. Current feasible target is preferable; execution cost is small relative to risk.",7.4
,591813800_1788837043_120154281_1788848530_GOLD_5856,1,,MICRO_BREAKER_RETEST,,ABSTAIN,ABSTAIN,False,,[],MIXED,,,[],"[""Cleaner breaker hold or stronger retest confirmation""]","Abstain: breaker formation and retest are declared, but retest quality is weak and the historical analogue set does not establish reliable follow-through.","The breaker thesis is structurally plausible and required events are present, but the supplied retest-quality score is weak and historical results are mixed. Do not spend risk without clearer retest confirmation.",5.8
,591813800_1788837043_120154281_1788848530_GOLD_5856,2,,MICRO_NESTED_CONTINUATION,,REJECT,REJECT,False,,"[""ai_veto_structural_contradiction""]",MIXED,,,[],"[""Genuine continuation expansion""]","Reject: the candidate's continuation thesis is directly contradicted by its reversal-labelled FVG and weak continuation score, despite otherwise ordered sequence evidence.",Reject: the nested continuation thesis is contradicted by the supplied reversal-labelled FVG and very low continuation score. The feasible target does not repair this thesis conflict.,3.1
,591813800_1788837043_120154281_1788848530_USDJPY_18861,0,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Explicit trend structure confirmation""]","ABSTAIN: valid displacement and untouched structure coexist with absent trend confirmation, weak retest quality, and insufficiently applicable historical evidence.","Displacement and FVG validity support continuation, but structure confirmation and retest quality are unresolved. Asset-class history is unusable, so the setup should not receive capital.",5.8
,591813800_1788837043_120154281_1788848530_USDJPY_18861,1,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Explicit trend structure confirmation""]","ABSTAIN: the mid-entry improves RR, but missing structure confirmation and weak retest evidence prevent a reliable continuation assessment.","The mid-FVG entry has a feasible 3.41 RR target and valid displacement, but absent structure confirmation and weak retest evidence leave follow-through uncertain.",5.9
,591813800_1788837043_120154281_1788848530_USDJPY_18861,3,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Explicit trend structure confirmation"", ""Edge-specific reaction""]","ABSTAIN: valid FVG and target are present, but edge-specific reaction, structure confirmation, and applicable historical evidence remain unresolved.","The edge entry retains a valid FVG and feasible target, but no edge-specific reaction or structure confirmation is supplied; follow-through is therefore too uncertain to approve.",5.4
,591813800_1788837043_120154281_1788849135_EURUSD_14486,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,APPROVE,False,,[],MIXED,,,[],[],"Observed continuation displacement, follow-through, LTF BOS, and valid FVG support the thesis. Keep the feasible current target; liquidity and capped alternatives are infeasible.","Continuation thesis is supported by observed displacement, follow-through, valid continuation FVG, and LTF confirmation. Current target is feasible, but off-hours timing and nearby opposing imbalance reduce robustness.",7.1
,591813800_1788837043_120154281_1788849135_EURUSD_14486,3,,MICRO_RANGE_REENTRY,,REJECT,REJECT,False,,"[""STRUCTURAL_CONTRADICTION"", ""MISSING_MANDATORY_EVIDENCE""]",MIXED,,,"[""range identity"", ""range excursion"", ""range reentry""]","[""Range identity"", ""Range excursion"", ""Range reentry""]","The candidate asserts range reentry, but structured state shows continuation displacement, continuation FVG, and expansion dominance. The family thesis is materially contradicted.","The supplied evidence describes continuation displacement and a continuation FVG, not a contained range rejection. Expansion dominates compression, materially contradicting the range-reentry thesis.",2.4
,591813800_1788837043_120154281_1788849135_EURUSD_14486,4,,MICRO_CONTINUATION_FVG,,APPROVE,APPROVE,False,,[],MIXED,,,[],[],"Continuation displacement, follow-through, LTF BOS, and valid unfilled FVG support the setup. Keep the feasible current target; all stronger alternatives are infeasible or lower quality.","Mid-FVG continuation is supported by valid displacement, follow-through, LTF BOS, and an uninvalidated continuation gap. The close opposing imbalance and off-hours execution warrant reduced size.",6.8
,591813800_1788837043_120154281_1788849135_GBPUSD_29009,0,,MICRO_BREAKER_RETEST,,ABSTAIN,APPROVE,False,,[],INSUFFICIENT_SAMPLE,,,[],[],"Approve cautiously: the breaker-retest thesis is supported by a virgin, unmitigated FVG, strong displacement, valid structure, and feasible current target. Nearby opposing imbalance remains the main execution risk.","Virgin breaker/FVG state and strong displacement support the retest thesis. Current target is feasible, but nearby opposing imbalance and modest HTF alignment limit conviction.",6.4
,591813800_1788837043_120154281_1788849135_GBPUSD_29009,3,,MICRO_SESSION_REENTRY,,REJECT,REJECT,False,,"[""MISSING_REQUIRED_EVIDENCE""]",INSUFFICIENT_SAMPLE,,,"[""session range identity"", ""session excursion"", ""session reentry""]","[""Session range identity."", ""Session excursion."", ""Session reentry.""]","Reject because the family requires a session range identity, excursion, and reentry, but the supplied record only establishes displacement and a blocked target.","The session-reentry thesis is not established by the supplied structured fields. The record shows displacement and a blocked objective, but not the mandatory session range, excursion, and reentry sequence.",3.8
,591813800_1788837043_120154281_1788849135_GBPUSD_29009,5,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],ADVERSE,,,"[""Clear trend context supporting continuation.""]","[""Clear trend context supporting continuation.""]","Abstain: the continuation FVG is virgin, but trend context and sequence quality are weak, while the supplied analogue outcomes are predominantly adverse. This is insufficient for capital deployment.","The continuation FVG is fresh and structurally valid, but trend context and sequence quality are weak. Historical analogues are adverse, so execution should be withheld rather than reduced-risk approved.",4.7
,591813800_1788837043_120154281_1788849135_USDJPY_12469,0,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,"[""trend context""]","[""Clear trend context"", ""Structural continuation confirmation""]","Valid displacement, FVG, stop, and target are offset by missing trend context, missing structural confirmation, weak retest quality, and insufficient applicable history. Abstain pending clearer confirmation.","Displacement and a fresh, valid continuation FVG are present, but trend context and structural confirmation are unresolved. Historical outcomes cannot be applied across asset classes, so capital deployment is not justified.",4.8
,591813800_1788837043_120154281_1788849135_USDJPY_12469,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,"[""trend context""]","[""Clear trend context"", ""Structural continuation confirmation""]","The FVG and deterministic target are valid, but trend context, structural confirmation, and retest quality remain inadequate. Insufficient applicable history prevents a supported approval despite favorable net RR.","The mid-entry FVG remains fresh and valid with strong displacement, but trend context and structural confirmation are unresolved. Applicable historical evidence is insufficient, so the higher RR does not justify approval.",4.9
,591813800_1788837043_120154281_1788849135_USDJPY_12469,3,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,"[""trend context""]","[""Clear trend context"", ""Structural continuation confirmation""]","The edge FVG, stop, and liquidity target are deterministic and feasible, but required trend context is unresolved, structural confirmation is absent, and applicable historical evidence is insufficient.","The edge entry uses a fresh, valid continuation FVG, but trend context and structural confirmation are unresolved and retest quality is weak. Applicable history is insufficient; abstain rather than fund the setup.",4.6
,591813800_1788837043_120154281_1788849739_CHFJPY_31360,0,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Clear trend-context confirmation"", ""Cleaner retest response""]","ABSTAIN: displacement and a virgin FVG are valid, but trend context is not decisively established and sequence quality/retest evidence is weak. The feasible liquidity target does not resolve the entry uncertainty.","Virgin continuation FVG and strong displacement are present, but trend context and structure confirmation remain weak. Target is feasible, yet follow-through quality is insufficient for capital approval.",5.1
,591813800_1788837043_120154281_1788849739_CHFJPY_31360,1,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Clear trend-context confirmation"", ""Stronger reentry response""]","ABSTAIN: the deterministic FVG and displacement pass validity checks, but trend context and reentry confirmation are not sufficiently resolved. The target is feasible, while entry follow-through remains uncertain.","The continuation FVG and displacement are valid, but continuation reentry lacks convincing trend and retest confirmation. Feasible target and low cost do not compensate for uncertain follow-through.",4.9
,591813800_1788837043_120154281_1788849739_CHFJPY_31360,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Clear trend-context confirmation"", ""Stronger edge reaction""]","ABSTAIN: fresh FVG and displacement are present, but the edge entry has weak retest and sequence confirmation. Deterministic target feasibility is adequate, while execution follow-through remains unresolved.","The edge entry is supported by a fresh continuation FVG and strong displacement, but trend and structure confirmation are weak. The feasible target is acceptable; entry timing does not justify approval.",4.6
,591813800_1788837043_120154281_1788850343_EURUSD_27977,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Independent FX-applicable historical sample""]","The continuation thesis is supported by expansion, displacement, follow-through, and an uninvalidated FVG, but insufficient FX history and weak HTF alignment prevent a capital decision.","Continuation displacement and a tradable touched FVG are present, with follow-through and feasible current target. Abstain because asset-class history is insufficient and HTF alignment is weak.",6.8
,591813800_1788837043_120154281_1788850343_EURUSD_27977,3,,MICRO_RANGE_REENTRY,,REJECT,REJECT,False,,"[""RANGE_THESIS_CONTRADICTED"", ""MANDATORY_RANGE_SEQUENCE_MISSING""]",INSUFFICIENT_SAMPLE,,,"[""range identity"", ""range excursion"", ""range reentry""]","[""Range identity"", ""Range excursion"", ""Range reentry""]","This candidate claims reentry into a range, but the supplied regime is expansion-dominant and the observed state is displacement-confirmed. Required range evidence is absent.","Reject: the range-reentry thesis is contradicted by expansion-dominant conditions, while the required range identity, excursion, and reentry sequence is not evidenced.",2.2
,591813800_1788837043_120154281_1788850343_EURUSD_27977,4,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Independent FX-applicable historical sample""]","Displacement, follow-through, continuation FVG, and feasible current target support the thesis. Abstain because entry clearance is only 0.0628R, HTF alignment is weak, and FX history is insufficient.","The continuation-FVG thesis is supported and the FVG remains valid, but the entry is adjacent to an opposing imbalance and applicable historical evidence is insufficient.",6.6
,591813800_1788837043_120154281_1788850343_GBPUSD_14822,0,,MICRO_BREAKER_RETEST,,ABSTAIN,APPROVE,False,,[],MIXED,,,[],[],"Approve on the supplied breaker identity, virgin retest state, strong displacement, valid stop, and feasible current target; size conservatively because the obstacle is nearby.","Virgin breaker-retest structure with strong displacement, clean FVG state, feasible current target, and acceptable cost. Nearby opposing imbalance limits follow-through confidence.",6.5
,591813800_1788837043_120154281_1788850343_GBPUSD_14822,3,,MICRO_SESSION_REENTRY,,REJECT,REJECT,False,,"[""SESSION_SEQUENCE_MISSING"", ""REGIME_CONTRADICTION""]",MIXED,,,"[""session range identity"", ""session excursion"", ""session reentry""]","[""Session range identity"", ""Session excursion"", ""Session reentry""]",Reject because the session-reentry thesis lacks its declared mandatory sequence and conflicts with the expansion-dominant regime.,"The session-reentry thesis is not supported: the regime is expansion-dominant and the candidate evidence does not directly establish the required range, excursion, and reentry sequence.",3.4
,591813800_1788837043_120154281_1788850343_GBPUSD_14822,5,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,"[""WEAK_CONTINUATION_CONFIRMATION""]",ADVERSE,,,[],"[""Stronger continuation confirmation""]","Abstain because the continuation FVG is fresh but continuation score and sequence quality are weak, while the historical sample is adverse and not asset-class validated.","A virgin continuation FVG and expansion regime exist, but continuation confirmation is weak and sequence quality is low. Historical outcomes are adverse, though asset applicability is incomplete.",4.8
,591813800_1788837043_120154281_1788850343_USDJPY_31,0,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Continuation structure confirmation""]","Displacement and FVG validity are favorable, but the continuation score and retest quality are weak and structure confirmation is explicitly unresolved. This is insufficient for approval.","Strong displacement and valid fresh FVG are present, but continuation confirmation and retest quality are weak. Asset-class history is insufficient, so the setup should not receive capital.",5.3
,591813800_1788837043_120154281_1788850343_USDJPY_31,1,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Continuation structure confirmation""]","The mid FVG entry is valid and target feasibility is strong, but continuation confirmation is unresolved and retest quality is weak. Abstention is warranted despite the attractive deterministic RR.","The mid-entry has strong displacement and a valid FVG, but no structure confirmation and weak retest quality. The higher nominal RR does not resolve the unresolved continuation evidence.",5.0
,591813800_1788837043_120154281_1788850343_USDJPY_31,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Continuation structure confirmation""]","The edge FVG remains valid, but the continuation score and retest quality are weak while structure confirmation is unresolved. Abstain until the continuation thesis has stronger evidence.","The edge entry uses a valid fresh FVG with strong displacement, but the edge reaction is not supported by structure confirmation and retest quality is weak. No approval is justified.",4.7
,591813800_1788837043_120154281_1788850946_CHFJPY_1491,0,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Cleaner retest"", ""Stronger continuation confirmation""]","Required micro sequence is present, but weak retest and continuation quality plus insufficient applicable history leave follow-through uncertain.","Virgin continuation FVG and strong displacement are present, but retest and continuation quality are weak; asset-class history is inapplicable and available analogues are mostly adverse.",5.4
,591813800_1788837043_120154281_1788850946_CHFJPY_1491,1,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Cleaner reentry retest"", ""Stronger continuation confirmation""]","The mandatory micro sequence is present, but retest and continuation evidence are weak and applicable historical support is insufficient for a confident execution decision.","The continuation FVG and displacement are valid, but the reentry branch has weak retest and continuation quality; applicable history is insufficient and analogues are mostly adverse.",5.1
,591813800_1788837043_120154281_1788850946_CHFJPY_1491,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],INSUFFICIENT_SAMPLE,,,[],"[""Cleaner edge retest"", ""Stronger continuation confirmation""]","The mandatory micro sequence is present, but edge-entry follow-through is unclear because retest and continuation quality are weak and applicable historical evidence is insufficient.","The edge FVG remains virgin and displacement is strong, but weak retest and continuation scores do not establish reliable follow-through; applicable history is insufficient.",5.0
,591813800_1788837043_120154281_1788850946_EURUSD_4948,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,APPROVE,False,,[],MIXED,,,[],[],"Approve only with reduced exposure: mandatory micro continuation sequence is observed and the FVG remains tradable, while OFF_HOURS and weak HTF alignment reduce follow-through.","Continuation displacement, follow-through, and a fresh mitigated continuation FVG are present. Keep-current target is feasible, but OFF_HOURS, weak HTF alignment, and nearby obstruction warrant reduced risk.",6.8
,591813800_1788837043_120154281_1788850946_EURUSD_4948,3,,MICRO_RANGE_REENTRY,,REJECT,REJECT,False,,"[""STRUCTURAL_THESIS_CONTRADICTION"", ""MISSING_MANDATORY_EVIDENCE""]",MIXED,,,"[""range identity"", ""range excursion"", ""range reentry""]","[""range identity"", ""range excursion"", ""range reentry""]","Reject: the declared range-reentry thesis requires containment and a verified range sequence, but the observed regime is expansion-dominant and those mandatory events are unresolved.","The candidate claims range reentry, but supplied regime evidence is expansion-dominant and the required range sequence is not demonstrated. This is a direct thesis contradiction.",2.4
,591813800_1788837043_120154281_1788850946_EURUSD_4948,4,,MICRO_CONTINUATION_FVG,,APPROVE,APPROVE,False,,[],MIXED,,,[],[],"Approve with reduced exposure: the required continuation displacement and FVG entry are observed, but OFF_HOURS, weak HTF alignment, and opposing imbalance increase failure risk.","The mid-FVG continuation thesis is supported by displacement, follow-through, and a fresh, non-invalidated mitigated FVG. Keep-current target is feasible; reduced risk is appropriate.",6.7
,591813800_1788837043_120154281_1788850946_GBPUSD_25499,0,,MICRO_BREAKER_RETEST,,ABSTAIN,APPROVE,False,,[],SUPPORTIVE,,,[],[],"Approve cautiously: deterministic breaker-retest structure and tradable virgin imbalance are present, while the nearby moderate obstacle and incomplete retest quality limit size.","Breaker-retet thesis is supported by ordered sweep, displacement, BOS, virgin FVG, and valid current target. Nearby obstruction and moderate retest quality justify reduced risk.",7.1
,591813800_1788837043_120154281_1788850946_GBPUSD_25499,1,,MICRO_NESTED_CONTINUATION,,REJECT,REJECT,False,,"[""THESIS_CONTRADICTION""]",ADVERSE,,,[],[],Reject because the declared continuation thesis is contradicted by reversal FVG classification and zero continuation score; the setup does not demonstrate resumed expansion.,"Reject: the candidate claims nested continuation, but supplied evidence classifies the FVG as reversal and gives continuation score zero; historical analogues are adverse.",3.2
,591813800_1788837043_120154281_1788850946_GBPUSD_25499,2,,MICRO_RANGE_REENTRY,,REJECT,REJECT,False,,"[""THESIS_CONTRADICTION""]",ADVERSE,,,[],[],"Reject because range reentry requires compression and containment, while the supplied regime is expansion-dominant and the structured state does not establish a credible range-reentry thesis.","Reject: range reentry requires compression and containment, but the supplied regime is expansion-dominant and analogous range-reentry outcomes are adverse.",2.4
,591813800_1788837043_120154281_1788850946_USDJPY_26974,0,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],ADVERSE,,,[],"[""Cleaner retest"", ""Confirmed follow-through""]","The family-required sequence is supplied, but retest quality is weak and available analogue outcomes are adverse; this is insufficient for an approval without a hard structural contradiction.","Displacement, continuation FVG, trend and expansion context are present, but weak retest quality, unresolved structure confirmation and adverse analogues make follow-through insufficiently reliable.",5.1
,591813800_1788837043_120154281_1788850946_USDJPY_26974,1,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],ADVERSE,,,[],"[""Cleaner mid reaction"", ""Confirmed follow-through""]","Required family evidence is present, but the mid entry has weak retest quality and no confirmed reaction; adverse analogue evidence supports withholding approval rather than a hard rejection.","The continuation displacement and FVG remain valid, but the mid entry has no confirmed reaction, weak retest quality and adverse analogue outcomes; approval is not justified.",4.9
,591813800_1788837043_120154281_1788850946_USDJPY_26974,2,,MICRO_CONTINUATION_FVG,,ABSTAIN,ABSTAIN,False,,[],ADVERSE,,,[],"[""Confirmed edge reaction"", ""Confirmed follow-through""]","The required sequence and intact continuation FVG support the thesis, but the edge reaction is unconfirmed and retest quality is weak; adverse analogues warrant abstention.","The edge entry is valid within the continuation family and the FVG remains intact, but weak retest quality and adverse analogue outcomes leave follow-through too uncertain for approval.",5.0
,591813800_1788837043_120154281_1788851551_EURGBP_8693,0,,MICRO_BREAKER_RETEST,,ABSTAIN,ABSTAIN,False,,[],MIXED,,,[],"[""Clear post-entry follow-through""]","The declared breaker sequence is plausible and the FVG remains virgin, but weak origin and a nearby moderate obstacle make follow-through and target realization uncertain.","Breaker retest and virgin FVG are valid, but weak origin, moderate HTF alignment, and unresolved target obstruction leave execution quality uncertain.",6.8
,591813800_1788837043_120154281_1788851551_EURGBP_8693,1,,MICRO_RANGE_REENTRY,,REJECT,REJECT,False,,"[""STRUCTURAL_CONTRADICTION""]",MIXED,,,[],[],"This family requires range or compression, but the supplied regime is expansion-dominant with elevated ADX and displacement confirmation. The thesis is contradicted, not merely weak.",The range reentry thesis is contradicted by expansion-dominant conditions and a displacement-confirmed state; supplied evidence does not show stable range containment.,3.1
,591813800_1788837043_120154281_1788851551_EURGBP_8693,2,,MICRO_FVG_EDGE_REVERSAL,,ABSTAIN,ABSTAIN,False,,[],MIXED,,,[],"[""Reliable post-entry follow-through""]","The edge entry is fresh, virgin, and valid, but weak origin quality, moderate alignment, and a nearby opposing imbalance make the target path unstable for live execution.","The virgin FVG edge entry is structurally intact and well timed, but weak origin, only moderate alignment, and a nearby opposing imbalance reduce confidence in follow-through.",6.9
