[run] mode=live requests=60 arms=6 pairs_todo=360 pairs_skipped_ok=0
[bench] 903871_1789148402_173202328_1789162120_XAUUSD_19843 muse_high_a status=ok state=REJECT elapsed=33.981s attempts=1
[bench] 591813800_1788837043_120154281_1788844299_#Germany40_9560 muse_minimal status=ok state=REJECT elapsed=62.256s attempts=1
[bench] 591813800_1788837043_120154281_1788844299_#Germany40_9560 muse_medium status=ok state=REJECT elapsed=60.485s attempts=1
[bench] 903871_1789148402_173202328_1789162120_XAUUSD_19843 muse_high_b status=ok state=REJECT elapsed=33.481s attempts=1
[bench] 903871_1789062748_87542921_1789064597_USDCHF_11315 luna_low_flex status=ok state=APPROVE elapsed=100.419s attempts=2
[bench] 903871_1788999394_24185000_1789006198_GBPUSD_2800 muse_low status=ok state=REJECT elapsed=67.613s attempts=1
[bench] 903871_1788999394_24185000_1789006198_GBPUSD_2800 muse_medium status=ok state=REJECT elapsed=69.548s attempts=1
[bench] 903871_1789148402_173202328_1789159027_XAUUSD_32549 muse_high_a status=ok state=REJECT elapsed=35.528s attempts=1
[bench] 903871_1788999394_24185000_1789006198_GBPUSD_2800 muse_minimal status=ok state=REJECT elapsed=65.999s attempts=1
[bench] 903871_1789148402_173202328_1789159027_XAUUSD_32549 muse_high_b status=ok state=REJECT elapsed=36.627s attempts=1
[bench] 903871_1789148402_173202328_1789162120_XAUUSD_19843 muse_minimal status=ok state=REJECT elapsed=67.062s attempts=1
[bench] 903871_1788999394_24185000_1789005590_EURUSD_31539 muse_high_b status=ok state=REJECT elapsed=41.415s attempts=1
[bench] 903871_1788999394_24185000_1789006198_GBPUSD_2800 luna_low_flex status=ok state=APPROVE elapsed=94.188s attempts=2
[bench] 903871_1789148402_173202328_1789162120_XAUUSD_19843 muse_medium status=ok state=REJECT elapsed=66.989s attempts=1
[bench] 591813800_1788837043_120154281_1788844299_#Germany40_9560 luna_low_flex status=ok state=APPROVE elapsed=98.594s attempts=2
[bench] 903871_1789148402_173202328_1789162120_XAUUSD_19843 muse_low status=ok state=REJECT elapsed=67.026s attempts=1
[bench] 903871_1788999394_24185000_1789005590_EURUSD_31539 muse_high_a status=ok state=REJECT elapsed=43.223s attempts=1
[bench] 903871_1789148402_173202328_1789159027_XAUUSD_32549 muse_medium status=ok state=REJECT elapsed=67.289s attempts=1
[bench] 903871_1789148402_173202328_1789159027_XAUUSD_32549 muse_minimal status=ok state=REJECT elapsed=61.097s attempts=1
[bench] 903871_1788999394_24185000_1789005590_EURUSD_31539 muse_low status=ok state=REJECT elapsed=62.378s attempts=1
[bench] 903871_1788999394_24185000_1789005590_EURUSD_31539 muse_medium status=ok state=REJECT elapsed=67.31s attempts=1
[bench] 591813800_1785715200_13176437_1785963899_#Germany40_14504 muse_minimal status=ok state=REJECT elapsed=61.314s attempts=1
[bench] 903871_1789148402_173202328_1789159027_XAUUSD_32549 muse_low status=ok state=REJECT elapsed=76.415s attempts=1
[bench] 903871_1788999394_24185000_1789005590_EURUSD_31539 muse_minimal status=ok state=REJECT elapsed=62.058s attempts=1
[bench] 591813800_1785715200_13176437_1785963899_#Germany40_14504 muse_high_b status=ok state=REJECT elapsed=63.651s attempts=1
[bench] 903871_1789148402_173202328_1789162120_XAUUSD_19843 luna_low_flex status=ok state=ABSTAIN elapsed=98.392s attempts=3
[bench] 903871_1788983285_8075437_1788994470_NAS100_7194 muse_high_b status=ok state=REJECT elapsed=40.714s attempts=1
[bench] 591813800_1785715200_305658125_1785722705_GBPUSD_1359 muse_high_a status=ok state=REJECT elapsed=29.133s attempts=1
[bench] 591813800_1785715200_13176437_1785963899_#Germany40_14504 muse_low status=ok state=REJECT elapsed=53.013s attempts=1
[bench] 591813800_1785715200_305658125_1785722705_GBPUSD_1359 muse_high_b status=ok state=REJECT elapsed=25.933s attempts=1
[bench] 903871_1788983285_8075437_1788994470_NAS100_7194 muse_high_a status=ok state=REJECT elapsed=36.07s attempts=1
[bench] 591813800_1785715200_13176437_1785963899_#Germany40_14504 muse_high_a status=ok state=REJECT elapsed=55.902s attempts=1
[bench] 591813800_1785715200_13176437_1785963899_#Germany40_14504 muse_medium status=ok state=REJECT elapsed=55.473s attempts=1
[bench] 903871_1788983285_8075437_1788994470_NAS100_7194 muse_minimal status=ok state=REJECT elapsed=58.082s attempts=1
[bench] 903871_1788983285_8075437_1788994470_NAS100_7194 muse_low status=ok state=REJECT elapsed=60.117s attempts=1
[bench] 903871_1789148402_173202328_1789159027_XAUUSD_32549 luna_low_flex status=ok state=ABSTAIN elapsed=101.315s attempts=3
[bench] 903871_1788983285_8075437_1788994470_NAS100_7194 muse_medium status=ok state=REJECT elapsed=62.321s attempts=1
[bench] 903871_1788999394_24185000_1789005590_EURUSD_31539 luna_low_flex status=ok state=APPROVE elapsed=101.207s attempts=2
[bench] 591813800_1785715200_305658125_1785795426_GBPUSD_24102 muse_high_b status=ok state=REJECT elapsed=29.997s attempts=1
[bench] 591813800_1785715200_305658125_1785722705_GBPUSD_1359 muse_low status=ok state=REJECT elapsed=59.769s attempts=1
[bench] 591813800_1785715200_305658125_1785795426_GBPUSD_24102 muse_high_a status=ok state=REJECT elapsed=28.322s attempts=1
[bench] 591813800_1785715200_305658125_1785722705_GBPUSD_1359 muse_medium status=ok state=REJECT elapsed=63.623s attempts=1
[bench] 591813800_1785715200_305658125_1785722705_GBPUSD_1359 muse_minimal status=ok state=REJECT elapsed=53.564s attempts=1
[bench] 591813800_1788925102_208218984_1788942756_AUDJPY_13213 muse_low status=ok state=REJECT elapsed=50.728s attempts=1
[bench] 591813800_1788925102_208218984_1788942756_AUDJPY_13213 muse_high_b status=ok state=REJECT elapsed=51.095s attempts=1
[bench] 591813800_1788048000_295326640_1788086757_BITCOIN_15339 muse_high_b status=ok state=REJECT elapsed=28.67s attempts=1
[bench] 591813800_1788048000_295326640_1788086757_BITCOIN_15339 muse_high_a status=ok state=REJECT elapsed=27.022s attempts=1
[bench] 591813800_1788925102_208218984_1788942756_AUDJPY_13213 muse_high_a status=ok state=REJECT elapsed=56.376s attempts=1
[bench] 591813800_1788925102_208218984_1788942756_AUDJPY_13213 muse_medium status=ok state=REJECT elapsed=49.472s attempts=1
[bench] 591813800_1788925102_208218984_1788942756_AUDJPY_13213 muse_minimal status=ok state=REJECT elapsed=50.974s attempts=1
[bench] 591813800_1785715200_13176437_1785963899_#Germany40_14504 luna_low_flex status=ok state=APPROVE elapsed=110.0s attempts=2
[bench] 591813800_1785715200_305658125_1785795426_GBPUSD_24102 muse_low status=ok state=REJECT elapsed=55.955s attempts=1
[bench] 591813800_1785715200_305658125_1785795426_GBPUSD_24102 muse_medium status=ok state=REJECT elapsed=52.33s attempts=1
[bench] 591813800_1785715200_305658125_1785795426_GBPUSD_24102 muse_minimal status=ok state=REJECT elapsed=59.505s attempts=1
[bench] 903871_1788983285_8075437_1788994470_NAS100_7194 luna_low_flex status=ok state=APPROVE elapsed=101.139s attempts=2
[bench] 903871_1789148402_173202328_1789156550_GER40_13532 muse_high_b status=ok state=REJECT elapsed=31.961s attempts=1
[bench] 591813800_1788048000_295326640_1788086757_BITCOIN_15339 muse_low status=ok state=REJECT elapsed=63.266s attempts=1
[bench] 903871_1789148402_173202328_1789156550_GER40_13532 muse_high_a status=ok state=REJECT elapsed=30.405s attempts=1
[bench] 591813800_1788925102_208218984_1788942756_AUDJPY_13213 luna_low_flex status=ok state=APPROVE elapsed=88.04s attempts=2
[bench] 591813800_1785715200_305658125_1785722705_GBPUSD_1359 luna_low_flex status=ok state=ABSTAIN elapsed=106.55s attempts=3
[bench] 591813800_1788048000_295326640_1788086757_BITCOIN_15339 muse_medium status=ok state=REJECT elapsed=60.018s attempts=1
[bench] 591813800_1788048000_295326640_1788086757_BITCOIN_15339 muse_minimal status=ok state=REJECT elapsed=59.454s attempts=1
[bench] 903871_1789148402_173202328_1789156550_GER40_13532 muse_low status=ok state=REJECT elapsed=57.286s attempts=1
[bench] 903871_1789148402_173202328_1789156550_GER40_13532 muse_medium status=ok state=REJECT elapsed=59.592s attempts=1
[bench] 591813800_1785715200_305658125_1785723306_#USNDAQ100_23435 muse_high_a status=ok state=REJECT elapsed=29.657s attempts=1
[bench] 591813800_1785715200_305658125_1785723306_#USNDAQ100_23435 muse_high_b status=ok state=REJECT elapsed=28.066s attempts=1
[bench] 903871_1789148402_173202328_1789156550_GER40_13532 muse_minimal status=ok state=REJECT elapsed=54.143s attempts=1
[bench] 591813800_1788925102_208218984_1788933039_GBPCAD_25813 muse_low status=ok state=REJECT elapsed=50.467s attempts=1
[bench] 591813800_1788925102_208218984_1788933039_GBPCAD_25813 muse_medium status=ok state=REJECT elapsed=53.032s attempts=1
[bench] 591813800_1788925102_208218984_1788933039_GBPCAD_25813 muse_high_a status=ok state=REJECT elapsed=55.484s attempts=1
[bench] 591813800_1788925102_208218984_1788933039_GBPCAD_25813 muse_high_b status=ok state=REJECT elapsed=56.893s attempts=1
[bench] 591813800_1788925102_208218984_1788933039_GBPCAD_25813 muse_minimal status=ok state=REJECT elapsed=57.563s attempts=1
[bench] 591813800_1785715200_305658125_1785795426_GBPUSD_24102 luna_low_flex status=ok state=APPROVE elapsed=106.957s attempts=2
[bench] 591813800_1785715200_305658125_1785737129_BITCOIN_25456 muse_high_b status=ok state=REJECT elapsed=26.41s attempts=1
[bench] 591813800_1785715200_305658125_1785799633_GOLD_2121 muse_high_b status=ok state=REJECT elapsed=24.368s attempts=1
[bench] 591813800_1785715200_305658125_1785737129_BITCOIN_25456 muse_high_a status=ok state=REJECT elapsed=28.552s attempts=1
[bench] 591813800_1785715200_305658125_1785723306_#USNDAQ100_23435 muse_low status=ok state=REJECT elapsed=63.385s attempts=1
[bench] 591813800_1785715200_305658125_1785723306_#USNDAQ100_23435 muse_minimal status=ok state=REJECT elapsed=56.562s attempts=1
[bench] 591813800_1785715200_305658125_1785799633_GOLD_2121 muse_high_a status=ok state=REJECT elapsed=23.573s attempts=1
[bench] 903871_1789148402_173202328_1789156550_GER40_13532 luna_low_flex status=ok state=ABSTAIN elapsed=81.775s attempts=2
[bench] 591813800_1788925102_208218984_1788933039_GBPCAD_25813 luna_low_flex status=ok state=ABSTAIN elapsed=86.938s attempts=3
[bench] 591813800_1785715200_305658125_1785737129_BITCOIN_25456 muse_medium status=ok state=REJECT elapsed=59.527s attempts=1
[bench] 591813800_1785715200_305658125_1785723306_#USNDAQ100_23435 muse_medium status=ok state=REJECT elapsed=66.6s attempts=1
[bench] 591813800_1785715200_305658125_1785737129_BITCOIN_25456 muse_minimal status=ok state=REJECT elapsed=62.919s attempts=1
[bench] 591813800_1788048000_295326640_1788086757_BITCOIN_15339 luna_low_flex status=ok state=APPROVE elapsed=121.708s attempts=2
[bench] 591813800_1785715200_305658125_1785737129_BITCOIN_25456 muse_low status=ok state=REJECT elapsed=58.553s attempts=1
[bench] 591813800_1785715200_305658125_1785799633_GOLD_2121 muse_low status=ok state=REJECT elapsed=55.74s attempts=1
[bench] 591813800_1788048000_295326640_1788118610_BITCOIN_32222 muse_high_b status=ok state=REJECT elapsed=28.096s attempts=1
[bench] 591813800_1788048000_295326640_1788118610_BITCOIN_32222 muse_high_a status=ok state=REJECT elapsed=30.037s attempts=1
[bench] 591813800_1785715200_305658125_1785799633_GOLD_2121 muse_minimal status=ok state=REJECT elapsed=57.428s attempts=1
[bench] 591813800_1788925102_208218984_1788943973_GBPCAD_15336 muse_medium status=ok state=REJECT elapsed=54.755s attempts=1
[bench] 591813800_1785715200_305658125_1785799633_GOLD_2121 muse_medium status=ok state=REJECT elapsed=59.215s attempts=1
[bench] 591813800_1788925102_208218984_1788943973_GBPCAD_15336 muse_high_a status=ok state=REJECT elapsed=57.074s attempts=1
[bench] 591813800_1788925102_208218984_1788943973_GBPCAD_15336 muse_minimal status=ok state=REJECT elapsed=58.19s attempts=1
[bench] 591813800_1788925102_208218984_1788943973_GBPCAD_15336 muse_high_b status=ok state=REJECT elapsed=54.587s attempts=1
[bench] 903871_1789148402_173202328_1789159645_XAUUSD_14022 muse_high_a status=ok state=REJECT elapsed=29.147s attempts=1
[bench] 903871_1789148402_173202328_1789159645_XAUUSD_14022 muse_high_b status=ok state=REJECT elapsed=33.201s attempts=1
[bench] 591813800_1788925102_208218984_1788943973_GBPCAD_15336 muse_low status=ok state=REJECT elapsed=57.74s attempts=1
[bench] 591813800_1788048000_295326640_1788118610_BITCOIN_32222 muse_medium status=ok state=REJECT elapsed=55.717s attempts=1
[bench] 591813800_1788048000_295326640_1788124019_BITCOIN_4564 muse_high_a status=ok state=REJECT elapsed=25.98s attempts=1
[bench] 591813800_1788048000_295326640_1788118610_BITCOIN_32222 muse_low status=ok state=REJECT elapsed=59.74s attempts=1
[bench] 591813800_1788048000_295326640_1788118610_BITCOIN_32222 muse_minimal status=ok state=REJECT elapsed=54.2s attempts=1
[bench] 591813800_1785715200_305658125_1785723306_#USNDAQ100_23435 luna_low_flex status=ok state=APPROVE elapsed=115.286s attempts=2
[bench] 591813800_1788048000_295326640_1788124019_BITCOIN_4564 muse_high_b status=ok state=REJECT elapsed=25.645s attempts=1
[bench] 903871_1789148402_173202328_1789159645_XAUUSD_14022 muse_minimal status=ok state=REJECT elapsed=52.587s attempts=1
[bench] 903871_1789148402_173202328_1789159645_XAUUSD_14022 muse_medium status=ok state=REJECT elapsed=54.898s attempts=1
[bench] 591813800_1788925102_208218984_1788943973_GBPCAD_15336 luna_low_flex status=ok state=APPROVE elapsed=91.549s attempts=2
[bench] 903871_1789148402_173202328_1789159645_XAUUSD_14022 muse_low status=ok state=REJECT elapsed=59.974s attempts=1
[bench] 591813800_1785715200_305658125_1785737129_BITCOIN_25456 luna_low_flex status=ok state=APPROVE elapsed=125.384s attempts=2
[bench] 591813800_1785715200_305658125_1785799633_GOLD_2121 luna_low_flex status=ok state=APPROVE elapsed=116.75s attempts=2
[bench] 591813800_1788048000_295326640_1788124019_BITCOIN_4564 muse_low status=ok state=REJECT elapsed=63.57s attempts=1
[bench] 591813800_1788048000_295326640_1788124019_BITCOIN_4564 muse_minimal status=ok state=REJECT elapsed=63.221s attempts=1
[bench] 903871_1789148402_173202328_1789159645_XAUUSD_14022 luna_low_flex status=ok state=APPROVE elapsed=82.996s attempts=2
[bench] 591813800_1788048000_295326640_1788124019_BITCOIN_4564 muse_medium status=ok state=REJECT elapsed=61.16s attempts=1
[bench] 903871_1788999394_24185000_1789007417_EURUSD_31666 muse_high_a status=ok state=REJECT elapsed=40.069s attempts=1
[bench] 591813800_1788925102_208218984_1788949481_AUDJPY_26449 muse_minimal status=ok state=REJECT elapsed=55.46s attempts=1
[bench] 591813800_1788925102_208218984_1788949481_AUDJPY_26449 muse_high_b status=ok state=REJECT elapsed=54.266s attempts=1
[bench] 591813800_1788925102_208218984_1788949481_AUDJPY_26449 muse_high_a status=ok state=REJECT elapsed=53.213s attempts=1
[bench] 903871_1788999394_24185000_1789007417_EURUSD_31666 muse_high_b status=ok state=REJECT elapsed=40.638s attempts=1
[bench] 591813800_1788925102_208218984_1788949481_AUDJPY_26449 muse_medium status=ok state=REJECT elapsed=51.234s attempts=1
[bench] 591813800_1788925102_208218984_1788949481_AUDJPY_26449 muse_low status=ok state=REJECT elapsed=52.117s attempts=1
[bench] 591813800_1785715200_305658125_1785778598_GBPCAD_4044 muse_high_b status=ok state=REJECT elapsed=24.896s attempts=1
[bench] 591813800_1785715200_305658125_1785778598_GBPCAD_4044 muse_high_a status=ok state=REJECT elapsed=22.078s attempts=1
[bench] 591813800_1788048000_295326640_1788118610_BITCOIN_32222 luna_low_flex status=ok state=ABSTAIN elapsed=111.197s attempts=3
[bench] 903871_1788999394_24185000_1789007417_EURUSD_31666 muse_minimal status=ok state=REJECT elapsed=50.273s attempts=1
[bench] 903871_1788999394_24185000_1789007417_EURUSD_31666 muse_medium status=ok state=REJECT elapsed=49.775s attempts=1
[bench] 903871_1788999394_24185000_1789007417_EURUSD_31666 muse_low status=ok state=REJECT elapsed=49.039s attempts=1
[bench] 591813800_1788048000_295326640_1788111999_BITCOIN_30760 muse_high_a status=ok state=REJECT elapsed=18.046s attempts=1
[bench] 591813800_1788048000_295326640_1788111999_BITCOIN_30760 muse_high_b status=ok state=REJECT elapsed=18.341s attempts=1
[bench] 591813800_1785715200_305658125_1785778598_GBPCAD_4044 muse_minimal status=ok state=REJECT elapsed=46.485s attempts=1
[bench] 591813800_1785715200_305658125_1785778598_GBPCAD_4044 muse_low status=ok state=REJECT elapsed=45.981s attempts=1
[bench] 591813800_1788048000_295326640_1788124019_BITCOIN_4564 luna_low_flex status=ok state=APPROVE elapsed=102.243s attempts=2
[bench] 591813800_1785715200_305658125_1785778598_GBPCAD_4044 muse_medium status=ok state=REJECT elapsed=39.487s attempts=1
[bench] 591813800_1788925102_208218984_1788949481_AUDJPY_26449 luna_low_flex status=ok state=APPROVE elapsed=79.997s attempts=2
[bench] 591813800_1788048000_295326640_1788111999_BITCOIN_30760 muse_low status=ok state=REJECT elapsed=36.494s attempts=1
[bench] 591813800_1788048000_295326640_1788111999_BITCOIN_30760 muse_medium status=ok state=REJECT elapsed=37.308s attempts=1
[bench] 591813800_1788048000_295326640_1788111999_BITCOIN_30760 muse_minimal status=ok state=REJECT elapsed=33.84s attempts=1
[bench] 903871_1788999394_24185000_1789007417_EURUSD_31666 luna_low_flex status=ok state=APPROVE elapsed=77.704s attempts=2
[bench] 591813800_1785715200_305658125_1785778598_GBPCAD_4044 luna_low_flex status=ok state=ABSTAIN elapsed=98.233s attempts=3
[bench] 591813800_1788048000_295326640_1788111999_BITCOIN_30760 luna_low_flex status=ok state=APPROVE elapsed=84.087s attempts=2
[run] done; selfcheck -> ..\.mt5-orchestrator\runs\20260913T180610Z-eee8a0a8\selfcheck.json; isolation_unchanged=False
